name,x,y,quantity
Miasto_0,2,1,2
Miasto_1,3,0,9
Miasto_2,3,8,17
Miasto_3,3,2,7
Miasto_4,2,2,1
Miasto_5,5,7,9
Miasto_6,5,8,7
Miasto_7,9,4,2
Miasto_8,0,1,2
Miasto_9,9,1,5
Miasto_10,9,3,16
Miasto_11,6,5,15
Miasto_12,8,2,7
Miasto_13,8,6,7
Miasto_14,6,3,9
Miasto_15,8,5,16
Miasto_16,2,8,16
Miasto_17,0,0,16
Miasto_18,3,9,14
Miasto_19,0,3,13
Miasto_20,7,4,7
Miasto_21,9,0,7
Miasto_22,7,0,2
Miasto_23,8,3,10
Miasto_24,1,5,15
Miasto_25,7,7,8
Miasto_26,0,8,4
Miasto_27,1,9,13
Miasto_28,9,6,9
Miasto_29,7,1,13
Miasto_30,9,2,13
Miasto_31,5,5,11
Miasto_32,4,5,15
Miasto_33,4,9,2
Miasto_34,1,3,17
Miasto_35,4,4,17
Miasto_36,8,0,12
Miasto_37,7,9,6
Miasto_38,7,8,15
Miasto_39,1,8,5
Miasto_40,6,4,9
Miasto_41,7,6,5
Miasto_42,1,7,18
Miasto_43,9,5,8
Miasto_44,0,6,6
Miasto_45,4,3,2
Miasto_46,5,4,13
Miasto_47,6,8,2
Miasto_48,6,7,4
Miasto_49,7,2,9
Miasto_50,0,4,13
Miasto_51,6,6,18
Miasto_52,4,1,14
Miasto_53,5,1,17
Miasto_54,4,8,17
Miasto_55,0,7,17
Miasto_56,5,2,10
Miasto_57,4,0,8
Miasto_58,2,5,14
Miasto_59,6,0,2
Miasto_60,1,1,2
Miasto_61,9,8,16
Miasto_62,1,2,16
Miasto_63,7,3,9
Miasto_64,0,5,14
Miasto_65,1,0,14
Miasto_66,3,4,7
Miasto_67,5,0,11
Miasto_68,9,9,1
Miasto_69,5,3,13
Miasto_70,3,6,15
Miasto_71,0,2,7
Miasto_72,4,7,7
Miasto_73,2,9,17
Miasto_74,5,6,15
Miasto_75,0,9,12
Miasto_76,3,7,12
Miasto_77,1,6,9
Miasto_78,2,0,3
Miasto_79,1,4,3
Miasto_80,8,1,6
Miasto_81,2,7,14
Miasto_82,3,1,1
Miasto_83,4,2,9
Miasto_84,2,4,1
Miasto_85,3,5,18
Miasto_86,6,9,6
Miasto_87,9,7,10
